doc_id,fecha_iso,proyecto_instalacion,territorio,territorio_tipo,organizacion,organizacion_demandante_tipo,organizacion_demandada_tipo,procedimiento,procedimiento_familia,evento_fase,macrohilo_id,subhilo_primario,abstuvo,subhilo_secundario,subhilo_secundario_evidencia,multiasignado
1870,2025-12-25,estrategia nacional del litio,salar de atacama,salar,gobierno de chile;sqm y codelco (acuerdo),Gobierno,Empresa y Proyecto,respaldo institucional y defensa de acuerdo,acuerdo_contractual,acuerdo_contractual::2025-12,H0000,estrategia nacional del litio,False,,[],False
1871,2025-12-03,alianza codelco-sqm,salar de atacama,salar,codelco-sqm;contraloria general de la republica,Institución Estatal,Empresa y Acuerdo,investigacion/revision de contratos,acuerdo_contractual,acuerdo_contractual::2025-12,H0000,alianza codelco-sqm,False,,[],False
1872,2025-11-22,acuerdo codelco-sqm,salar de atacama,salar,acuerdo codelco-sqm / comision para el mercado financiero (cmf);china tianqi,Empresa,Acuerdo/Institución,recurso judicial,judicial,judicial::2025-11,H0000,acuerdo codelco-sqm,False,,[],False
1874,2025-12-20,explotacion de litio en el salar de atacama,salar de atacama,salar,acuerdo codelco-sqm;contraloria general de la republica,Institución estatal,Empresa / Proyecto,control de legalidad / toma de razon,manifestacion_publica,manifestacion_publica::2025-12,H0000,explotacion de litio en el salar de atacama,False,,[],False
188,2025-09-30,planta cloruro de litio,salar de atacama,salar,albemarle;sma,state_actor,company,sancion,administrativo_sancionatorio,administrativo_sancionatorio::2025-09,H0000,planta cloruro de litio,False,,[],False
1881,2025-12-19,acuerdo codelco-sqm,salar de atacama,salar,"carlos bianchi, camila musante, raul soto, cristian tapia, hector ulloa, camilo lagos (comunidad atacamena de checar), lady sandon (comunidad atacamena de coyo);codelco-sqm",Parlamentarios / Comunidades Indígenas,Empresa / Acuerdo,denuncia / auditoria,administrativo_general,administrativo_general::2025-12,H0000,acuerdo codelco-sqm,False,,[],False
1885,2025-11-11,alianza codelco-sqm para extraccion de litio,salar de atacama,salar,comision para el mercado financiero (cmf);tianqi,empresa,institucion estatal,recurso judicial,judicial,judicial::2025-11,H0000,alianza codelco-sqm para extraccion de litio,False,,[],False
1887,2025-12-19,acuerdo codelco-sqm,salar de atacama,salar,acuerdo codelco-sqm;contraloria general de la republica,Institución estatal,Acuerdo/Contrato,toma de razon con condiciones,manifestacion_publica,manifestacion_publica::2025-12,H0000,acuerdo codelco-sqm,False,,[],False
1888,2025-11-10,explotacion de litio en el salar de atacama,salar de atacama,salar,codelco-sqm;state administration for market regulation (samr) de china,estado,empresa|proyecto,aprobacion regulatoria con condiciones,otro,otro::2025-11,H0000,explotacion de litio en el salar de atacama,False,,[],False
1889,2025-12-19,acuerdo codelco-sqm,salar de atacama,salar,acuerdo codelco-sqm;contraloria general de la republica,Institución estatal,Empresa y proyecto,revision y aprobacion institucional,otro,otro::2025-12,H0000,acuerdo codelco-sqm,False,,[],False
1890,2025-12-16,acuerdo codelco-sqm,santiago,commune,acuerdo codelco-sqm;tianqi lithium,empresa,acuerdo/contrato,recurso judicial,judicial,judicial::2025-12,H0000,acuerdo codelco-sqm,False,,[],False
1892,2025-09-01,acuerdo codelco-sqm,antofagasta,,acuerdo codelco-sqm;china (state administration for market regulation - samr),Estado,Empresa/Proyecto,revision regulatoria,otro,otro::2025-09,H0000,acuerdo codelco-sqm,False,,[],False
1893,2025-07-17,acuerdo codelco-sqm para explotacion de litio,salar de atacama,salar,96 diputados;acuerdo codelco-sqm,Legislativo,Empresa / Acuerdo,oposicion parlamentaria / intento de anulacion,otro,otro::2025-07,H0000,acuerdo codelco-sqm para explotacion de litio,False,,[],False
1895,2025-06-30,acuerdo codelco-sqm,region de antofagasta,,acuerdo codelco-sqm;jeannette jara,politico,acuerdo/proyecto estatal,cuestionamiento politico y debate publico,otro,otro::2025-06,H0000,acuerdo codelco-sqm,False,,[],False
1899,2025-07-01,acuerdo codelco-sqm para explotacion de litio,salar de atacama,salar,"camara de diputados, evelyn matthei, jeannette jara;codelco, sqm",Institución estatal y actores políticos,Empresa estatal y privada,recomendacion parlamentaria y critica politica,otro,otro::2025-07,H0000,acuerdo codelco-sqm para explotacion de litio,False,,[],False
1900,2025-12-19,acuerdo codelco-sqm para explotacion de litio en el salar de atacama,salar de atacama,salar,"codelco, sqm, corfo, minera tarar spa;contraloria general de la republica",institución estatal,empresa|proyecto|institución estatal,aprobacion administrativa con alcances,otro,otro::2025-12,H0000,acuerdo codelco-sqm para explotacion de litio en el salar de atacama,False,,[],False
1902,2025-12-23,acuerdo codelco-sqm,region del bio-bio,,acuerdo codelco-sqm;parlamentarios y comunidades indagenas,Comunidad Indígena / Parlamentario,Empresa / Proyecto,denuncia / auditoria,administrativo_general,administrativo_general::2025-12,H0000,acuerdo codelco-sqm,False,,[],False
1903,2025-12-10,acuerdo codelco-sqm para explotar el salar de atacama,salar de atacama,salar,contraloria general de la republica;corfo,Institución estatal,Institución estatal,retiro de tramite administrativo,otro,otro::2025-12,H0000,acuerdo codelco-sqm para explotar el salar de atacama,False,,[],False
1904,2025-10-27,acuerdo codelco-sqm para explotacion de litio,salar de atacama,salar,"acuerdo codelco-sqm, sqm, codelco;jeannette jara, jose antonio kast, evelyn matthei, johannes kaiser, camara de diputados",candidatos presidenciales y Cámara de Diputados,acuerdo estatal-privado y empresas,declaraciones publicas y criticas,otro,otro::2025-10,H0000,acuerdo codelco-sqm para explotacion de litio,False,,[],False
1905,2025-12-19,acuerdo codelco-sqm,salar de atacama,salar,codelco / acuerdo codelco-sqm;contraloria general de la republica / comision especial investigadora del congreso,Institución estatal / Congreso,Empresa estatal / Acuerdo comercial,auditoria / investigacion,otro,otro::2025-12,H0000,acuerdo codelco-sqm,False,,[],False
1906,2025-07-15,acuerdo sqm-codelco,salar de atacama,salar,"comunidad atacamena de coyo;corfo, sqm, codelco",Comunidad Indígena,Institución Estatal / Empresa,recurso de proteccion,judicial,judicial::2025-07,H0000,acuerdo sqm-codelco,False,,[],False
1909,2026-01-30,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos;estrategia nacional del litio,Comunidad Indígena,Estado y Proyecto de Litio,dialogo territorial y demanda comunitaria,judicial,judicial::2026-01,H0000,estrategia nacional del litio,False,,[],False
1910,2026-01-30,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos;gobierno de chile,Comunidad Indígena,Estado,dialogo y rendicion de cuentas,participativo,participativo::2026-01,H0000,estrategia nacional del litio,False,,[],False
1911,2026-01-30,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos;gobierno de chile,Comunidad Indígena,Estado,dialogo y rendicion de cuentas,participativo,participativo::2026-01,H0000,estrategia nacional del litio,False,,[],False
1912,2026-01-30,estrategia nacional del litio,region de antofagasta,region,consejo de pueblos atacamenos;gobierno de chile (presidente boric),Comunidad Indígena,Institución Estatal,reunion y dialogo sobre politica publica,participativo,participativo::2026-01,H0000,estrategia nacional del litio,False,,[],False
1913,2026-01-30,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos;gobierno de gabriel boric,Comunidad Indígena,Estado/Gobierno,reunion/dialogo,participativo,participativo::2026-01,H0000,estrategia nacional del litio,False,,[],False
1915,2026-01-30,estrategia nacional del litio,region de antofagasta,region,consejo de pueblos atacamenos;estrategia nacional del litio,Comunidad Indígena,Política Pública / Gobierno,reunion y dialogo,participativo,participativo::2026-01,H0000,estrategia nacional del litio,False,,[],False
1917,2023-12-29,salar futuro,salar de atacama,salar,codelco y sqm (salar futuro);consejo de pueblos atacamenos,Comunidad Indígena,Empresa y Proyecto,denuncia y rechazo publico,administrativo_general,administrativo_general::2023-12,H0000,salar futuro,False,,[],False
1919,2023-12-28,extraccion de litio en el salar de atacama,salar de atacama,salar,codelco y sqm (acuerdo de extension de extraccion de litio);consejo de pueblos atacamenos (cpa),Comunidad Indígena,Empresa y Acuerdo,denuncia publica y acusacion de incumplimiento,administrativo_sancionatorio,administrativo_sancionatorio::2023-12,H0000,extraccion de litio en el salar de atacama,False,,[],False
1920,2023-12-29,proyecto salar futuro (mencionado en el contexto del acuerdo),salar de atacama,salar,codelco y sqm (acuerdo para extraccion de litio);consejo de pueblos atacamenos (cpa),Organización indígena,Empresa y proyecto,denuncia publica y acusacion de incumplimiento de acuerdo,administrativo_sancionatorio,administrativo_sancionatorio::2023-12,H0000,proyecto salar futuro (mencionado en el contexto del acuerdo),False,,[],False
1921,2024-01-06,acuerdo codelco y sqm para extraccion de litio en el salar de atacama,salar de atacama,salar,codelco y sqm;consejo de pueblos atacamenos (cpa),comunidad indigena,empresa|proyecto,declaracion publica oposicion social,manifestacion_publica,manifestacion_publica::2024-01,H0000,acuerdo codelco y sqm para extraccion de litio en el salar de atacama,False,,[],False
1923,2023-12-29,salar futuro,salar de atacama,salar,"codelco, sqm, estado de chile;consejo de pueblos atacamenos",comunidad indigena,empresa/institucion estatal,declaracion publica/comunicado,manifestacion_publica,manifestacion_publica::2023-12,H0000,salar futuro,False,,[],False
1925,2024-05-31,acuerdo societario para la produccion conjunta de litio,salar de atacama,salar,codelco y sqm;consejo de pueblos atacamenos,comunidad indigena,empresa,declaracion publica,manifestacion_publica,manifestacion_publica::2024-05,H0000,acuerdo societario para la produccion conjunta de litio,False,,[],False
1926,2023-12-28,salar futuro,salar de atacama,salar,"codelco, sqm, salar futuro;consejo de pueblos atacamenos",Comunidad Indígena,Empresa y Proyecto,denuncia publica,manifestacion_publica,manifestacion_publica::2023-12,H0000,salar futuro,False,,[],False
1928,2023-05-05,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos (cpa);gobierno de chile / codelco,Comunidad Indígena,Gobierno / Empresa Estatal,declaracion publica y anuncio de accion legal/politica,manifestacion_publica,manifestacion_publica::2023-05,H0000,estrategia nacional del litio,False,,[],False
1930,2023-05-05,estrategia nacional del litio,salar de atacama,salar,"consejo de pueblos atacamenos;estrategia nacional del litio, codelco",comunidad indigena,politica publica y empresa estatal,declaracion publica y movilizacion,manifestacion_publica,manifestacion_publica::2023-05,H0000,estrategia nacional del litio,False,,[],False
1932,2023-04-21,,salar de atacama,salar,consejo de pueblos atacamenos;gobierno de chile,comunidad indigena,institucion estatal,declaracion publica,manifestacion_publica,manifestacion_publica::2023-04,H0000,SIN_PROYECTO_INSTALACION_IDENTIFICADO,True,,[],False
1933,2023-06-30,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos;presidente boric / estrategia nacional del litio,Comunidad Indígena,Autoridad Estatal / Política Pública,rechazo a reunion / declaracion publica,manifestacion_publica,manifestacion_publica::2023-06,H0000,estrategia nacional del litio,False,,[],False
1934,2023-12-28,proyecto salar futuro,salar de atacama,salar,consejo de pueblos atacamenos (cpa);sqm y codelco,comunidad indigena,empresa y estatal,declaracion publica y solicitud de reunion,manifestacion_publica,manifestacion_publica::2023-12,H0000,proyecto salar futuro,False,,[],False
1936,2024-01-11,explotacion de litio (acuerdo codelco-sqm),salar de atacama,salar,acuerdo codelco-sqm para explotacion de litio;consejo de pueblos atacamenos (cpa),Comunidad Indígena,Empresa y Proyecto,toma y bloqueo,manifestacion_publica,manifestacion_publica::2024-01,H0000,explotacion de litio (acuerdo codelco-sqm),False,,[],False
1937,2024-01-13,,salar de atacama,salar,consejo de pueblos atacamenos (cpa);sqm,comunidad indigena,empresa,bloqueo,manifestacion_publica,manifestacion_publica::2024-01,H0000,SIN_PROYECTO_INSTALACION_IDENTIFICADO,True,,[],False
1938,2024-01-09,acuerdo codelco-sqm para explotacion de litio,salar de atacama,salar,"codelco, sqm, gobierno de chile;consejo de pueblos atacamenos (cpa)",Comunidad Indígena,Empresa y Gobierno,toma de instalaciones,manifestacion_publica,manifestacion_publica::2024-01,H0000,acuerdo codelco-sqm para explotacion de litio,False,,[],False
1941,2024-01-12,acuerdo codelco-sqm para explotacion del salar de atacama,salar de atacama,salar,"consejo de pueblos atacamenos;sqm, codelco, acuerdo codelco-sqm",Comunidad Indígena,Empresa y Acuerdo Estatal,protesta y bloqueo,manifestacion_publica,manifestacion_publica::2024-01,H0000,acuerdo codelco-sqm para explotacion del salar de atacama,False,,[],False
1943,2024-01-11,extension de explotacion de carbonato de litio,salar de atacama,salar,"consejo de pueblos atacamenos (cpa);sqm, codelco, gobierno de chile",Comunidad Indígena,Empresa y Acuerdo Estatal,bloqueo y toma de acceso,manifestacion_publica,manifestacion_publica::2024-01,H0000,extension de explotacion de carbonato de litio,False,,[],False
1945,2024-01-10,explotacion de litio en salar de atacama,salar de atacama,salar,acuerdo codelco-sqm para explotacion de litio;consejo de pueblos atacamenos (cpa),Comunidad Indígena,Empresa / Proyecto,toma de acceso / bloqueo,manifestacion_publica,manifestacion_publica::2024-01,H0000,explotacion de litio en salar de atacama,False,,[],False
1946,2024-01-13,salar de atacama,salar de atacama,salar,consejo de pueblos atacamenos (cpa);sqm,comunidad indigena,empresa,bloqueo,manifestacion_publica,manifestacion_publica::2024-01,H0000,salar de atacama,False,,[],False
1949,2023-12-28,proyecto salar futuro,salar de atacama,salar,"asociacion consejo de pueblos atacamenos;codelco, sqm, proyecto salar futuro",Comunidad Indígena,Empresa/Proyecto,acuerdo/mesa tripartita,acuerdo_contractual,acuerdo_contractual::2023-12,H0000,proyecto salar futuro,False,,[],False
1951,2024-01-13,acuerdo codelco-sqm para explotacion de litio,salar de atacama,salar,"codelco y sqm, gobierno de chile;consejo de pueblos atacamenos (cpa)",Comunidad Indígena,Empresa y Estado,protesta y negociacion,manifestacion_publica,manifestacion_publica::2024-01,H0000,acuerdo codelco-sqm para explotacion de litio,False,,[],False
1954,2023-06-30,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos;presidente gabriel boric / gobierno de chile,Comunidad Indígena,Gobierno / Institución Estatal,rechazo a participar en reunion / declaracion publica,manifestacion_publica,manifestacion_publica::2023-06,H0000,estrategia nacional del litio,False,,[],False
1970,2023-12-28,proyecto salar futuro,salar de atacama,salar,codelco y sqm;consejo de pueblos atacamenos,Comunidad Indígena,Empresa mixta (Estatal y Privada),acuerdo tripartito con comunidades,acuerdo_contractual,acuerdo_contractual::2023-12,H0000,proyecto salar futuro,False,,[],False
